Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

C51        1206C                  834mil      -1306mil        834mil      -1306mil    774.945mil      -1306mil  T        360.00 TC1206KKX7RDBB102
L2         0603L                  672mil       -936mil        672mil       -936mil      699.5mil       -936mil  T        360.00 BEAD           
R56        0603R                  899mil      -1454mil        899mil      -1454mil        899mil  -1485.496mil  T         90.00 75             
R57        0603R                 1501mil      -1454mil       1501mil      -1454mil       1501mil  -1485.496mil  T         90.00 75             
R54        0603R                  781mil      -1454mil        781mil      -1454mil        781mil  -1422.504mil  T        270.00 75             
R55        0603R              840.333mil      -1454mil    840.333mil      -1454mil    840.333mil  -1422.504mil  T        270.00 75             
SB161      SB_0603               1450mil     35.701mil       1450mil     35.701mil       1450mil     69.451mil  B         90.00 Circuit Breaker
SB166      SB_0603               1509mil     35.701mil       1509mil     35.701mil       1509mil     69.451mil  B         90.00 Circuit Breaker
SB162      SB_0603               1680mil        -79mil       1680mil        -79mil       1680mil    -112.75mil  B        270.00 Closed         
JP3        HDR_3x2_2R54_V_M       1500mil       1700mil       1400mil       1650mil       1400mil       1650mil  T          0.00 Header 3X2     
R31        0603R                  878mil       1824mil        878mil       1824mil        878mil   1792.504mil  T         90.00 680            
R30        0603R              750.748mil   1823.968mil    750.748mil   1823.968mil    750.748mil   1792.473mil  T         90.00 1K             
SB139      SB_0603             402.25mil        427mil     402.25mil        427mil        436mil        427mil  B        360.00 Closed         
U9         QFN24_0R5_4X4          950mil   -674.315mil        950mil   -674.315mil   1024.803mil   -723.528mil  T        180.00 LAN8742A-CZ-TR 
LD8        0603D-G            719.005mil  -1740.001mil    719.005mil  -1740.001mil    719.005mil  -1773.466mil  T        270.00 Green          
B2         PB-6X6mm-Black        2029mil      -1953mil       2029mil      -1953mil   1858.724mil  -2041.583mil  T        180.00 TD-0341 [RESET/Black]
B1         PB-6X6mm-Blue         -122mil      -1953mil       -122mil      -1953mil   -292.276mil  -2041.583mil  T        180.00 USER (Blue)    
X4         XTAL_2SM_5R0X3R2       1342mil       -657mil       1342mil       -657mil       1342mil   -582.197mil  T        270.00 X53T-C20SSA-25.000MHz
C21        0603C                 1023mil       1366mil       1023mil       1366mil       1023mil   1397.496mil  T        270.00 4.7uF_X5R_0603 
R73        0603R                 1634mil        373mil       1634mil        373mil   1602.504mil        373mil  B        360.00 100K           
R70        0603R                  236mil      -1915mil        236mil      -1915mil        236mil  -1946.496mil  T         90.00 1K5            
SB2        SB_0603               1141mil       1520mil       1141mil       1520mil       1141mil    1553.75mil  T         90.00 Closed         
SB142      SB_0603               1634mil        432mil       1634mil        432mil    1667.75mil        432mil  B        360.00 Open           
SB152      SB_0603               1634mil        314mil       1634mil        314mil    1667.75mil        314mil  B        360.00 Open           
SB8        SB_0603               1024mil         36mil       1024mil         36mil       1024mil       2.25mil  T        270.00 Open           
SB9        SB_0603               1083mil         36mil       1083mil         36mil       1083mil       2.25mil  T        270.00 Open           
T1         SOT-23                1736mil       2731mil       1736mil       2731mil   1697.417mil    2691.63mil  T          0.00 9013           
CN14       RJ45_KRJ-CB4.2GYZNL       1319mil      -1835mil       1319mil      -1835mil   1459.551mil  -1730.669mil  T          0.00 KRJ-CB4.2GYZNL 
C56        TAN-A                 1523mil        932mil       1523mil        932mil       1468mil        932mil  B        180.00 2.2uF_X7R      
CN12       HDR_2x36_2R54_V_M       2150mil         49mil       2100mil       1799mil       2100mil       1799mil  T        270.00 Header 36X2    
CN11       HDR_2x36_2R54_V_M       -250mil         50mil       -300mil       1800mil       -300mil       1800mil  T        270.00 Header 36X2    
SB187      SB_0603                151mil  -1752.937mil        151mil  -1752.937mil        151mil  -1719.187mil  B         90.00 Closed         
SB121      SB_0603               1522mil    1143.75mil       1522mil    1143.75mil       1522mil     1177.5mil  B         90.00 Closed         
SB122      SB_0603            1612.75mil    1143.75mil    1612.75mil    1143.75mil    1612.75mil     1177.5mil  B         90.00 Open           
SB180      SB_0603               1529mil       -672mil       1529mil       -672mil    1495.25mil       -672mil  B        180.00 Open           
LD3        0603D-R                751mil       1960mil        751mil       1960mil        751mil   1926.535mil  T        270.00 Red            

